file,source_type,pages_count,text_chars,references_count,baseline_style,baseline_dominant_bucket,current_style,current_dominant_bucket,base_dom_intext_total,base_dom_success_occurrences,base_dom_bib_unique_total,base_dom_success_percentage,cur_dom_intext_total,cur_dom_success_occurrences,cur_dom_bib_unique_total,cur_dom_success_percentage,delta_dom_intext_total,delta_dom_success_occurrences,delta_dom_bib_unique_total,delta_dom_success_percentage,base_foot_intext_total,base_foot_success_occurrences,base_foot_bib_unique_total,cur_foot_intext_total,cur_foot_success_occurrences,cur_foot_bib_unique_total,delta_foot_success_occurrences,delta_foot_success_percentage,base_tex_intext_total,base_tex_success_occurrences,base_tex_bib_unique_total,cur_tex_intext_total,cur_tex_success_occurrences,cur_tex_bib_unique_total,delta_tex_success_occurrences,delta_tex_success_percentage,base_numeric_intext_total,base_numeric_success_occurrences,base_numeric_bib_unique_total,cur_numeric_intext_total,cur_numeric_success_occurrences,cur_numeric_bib_unique_total,delta_numeric_success_occurrences,delta_numeric_success_percentage,base_author_year_intext_total,base_author_year_success_occurrences,base_author_year_bib_unique_total,cur_author_year_intext_total,cur_author_year_success_occurrences,cur_author_year_bib_unique_total,delta_author_year_success_occurrences,delta_author_year_success_percentage,error
python_backend_legacy/dataset/8df845c0ec8457372844bdfa8e1fe9cf70b4be03f54795018086c62f745636bf.json,raw_json,8,26928,1,author_year,author_year,author_year,author_year,42,42,36,100,42,42,36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,36,42,42,36,0,0,
python_backend_legacy/dataset/8e17a9450179e42559accbbb59a143d71d8bd2797dd1bf8a27f388090de9ae82.json,raw_json,20,86367,0,superscript,tex,superscript,tex,104,104,52,100,104,104,52,100,0,0,0,0,0,0,0,69,0,0,0,0,104,104,52,104,104,52,0,0,2,0,0,2,0,0,0,0,0,0,72,0,0,72,0,0,
python_backend_legacy/dataset/8ed1677fdbe3bb20e0d384bef5aad48613547af21f7e9fb6847b11bdc8a35d4c.json,raw_json,14,34416,1,author_year,author_year,author_year,author_year,1,1,193,100,1,1,193,100,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,193,1,1,193,0,0,
python_backend_legacy/dataset/8f11710cb0974f980020246e436352c213b2cb1d47b303d0a8078ce9d4b321d4.json,raw_json,22,74461,0,superscript,tex,superscript,tex,168,168,98,100,168,168,98,100,0,0,0,0,0,0,0,111,0,0,0,0,168,168,98,168,168,98,0,0,0,0,1,0,0,1,0,0,0,0,81,0,0,81,0,0,
python_backend_legacy/dataset/8f2000a63be0a21f6a707839b526157e88dd99460d9e150b3f040aad4fe228e0.json,raw_json,75,204955,0,superscript,tex,superscript,tex,6,6,17,100,6,6,17,100,0,0,0,0,19,19,153,22,19,153,0,-13.64,6,6,17,6,6,17,0,0,22,22,153,22,22,153,0,0,0,0,199,0,0,199,0,0,
python_backend_legacy/dataset/8f43d89ce64c8d2cac9f77cc43bbdae097b3dd7cd1918a6725e88ef302184d79.json,raw_json,15,28638,1,author_year,author_year,author_year,author_year,17,17,84,100,17,17,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,84,17,17,84,0,0,
python_backend_legacy/dataset/8f9c7ac5593e6e83efbf56ee44f162b07ef1e0568f1196b0982fc2048eca458c.json,raw_json,29,56439,0,superscript,tex,superscript,tex,326,326,185,100,326,326,185,100,0,0,0,0,0,0,0,228,0,0,0,0,326,326,185,326,326,185,0,0,0,0,1,0,0,1,0,0,0,0,24,0,0,24,0,0,
python_backend_legacy/dataset/900a33071e3c7696bba16d115e9bf0ab5cc45c3e44e66b96f94a41670fab5d4b.json,raw_json,17,49568,0,superscript,tex,superscript,tex,30,30,22,100,30,30,22,100,0,0,0,0,6,0,0,31,0,0,0,0,30,30,22,30,30,22,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/902a840d492d9b49bfaa6caa136268b6180fff14c7248e23dcef9cdaaa934a42.json,raw_json,45,135246,0,tex_superscript,tex,tex_superscript,tex,0,0,221,0,0,0,221,0,0,0,0,0,0,0,221,2,0,221,0,0,0,0,221,0,0,221,0,0,0,0,221,0,0,221,0,0,0,0,133,0,0,133,0,0,
python_backend_legacy/dataset/918acdb3485b8a58ea3972e066f17bab6b7747426d5cf3ebce11f5badf730ad5.json,raw_json,39,101054,0,superscript,tex,superscript,tex,294,294,215,100,294,294,215,100,0,0,0,0,0,0,0,186,0,0,0,0,294,294,215,294,294,215,0,0,19,0,0,19,0,0,0,0,1,0,77,1,0,77,0,0,
python_backend_legacy/dataset/91f5f7ed7843f2ea51ddcccf656da016543ce31937c6a08191dda493b36aeb8c.json,raw_json,58,117378,1,superscript,tex,superscript,tex,576,576,290,100,576,576,290,100,0,0,0,0,28,0,0,604,0,0,0,0,576,576,290,576,576,290,0,0,0,0,0,0,0,0,0,0,32,32,242,32,32,242,0,0,
python_backend_legacy/dataset/926b101735707e02f4f61ebca358ff36b29cac8ca0a4a44fbe89cbad97609619.json,raw_json,16,45205,1,author_year,author_year,author_year,author_year,25,9,26,36,25,9,26,36,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25,9,26,25,9,26,0,0,
python_backend_legacy/dataset/933eae545c2651ee0ce1fe8e8066b6e2fb68c3c7d3c41c48fde2a203e53793df.json,raw_json,27,60853,1,author_year,author_year,author_year,author_year,8,8,80,100,8,8,80,100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,80,8,8,80,0,0,
python_backend_legacy/dataset/937900daecf3dca8ce11fc5337d78d4899db6187cffd57e297476b8406e7f10d.json,raw_json,15,39322,0,superscript,tex,superscript,tex,76,76,49,100,76,76,49,100,0,0,0,0,0,0,0,53,0,0,0,0,76,76,49,76,76,49,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,
python_backend_legacy/dataset/93a24f2f6861e1ac49311bb02d5d668d3996f394a356c0b52a796ab552442869.json,raw_json,16,72674,1,author_year,author_year,author_year,author_year,38,30,60,78.95,38,30,60,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,60,38,30,60,0,0,
python_backend_legacy/dataset/93c7b27777bc1709a7bd6eab59e3f96a8d2a1e1573d7481157ef826c971cf2e3.json,raw_json,42,99403,0,superscript,tex,superscript,tex,196,196,145,100,196,196,145,100,0,0,0,0,0,0,0,138,0,0,0,0,196,196,145,196,196,145,0,0,8,0,0,8,0,0,0,0,0,0,48,0,0,48,0,0,
python_backend_legacy/dataset/940c68b71a13032c43a27a14eb625e58b6f669c7abccbbdd985e21be438d3614.json,raw_json,35,93860,0,superscript,tex,superscript,tex,16,16,21,100,16,16,21,100,0,0,0,0,0,0,0,9,0,0,0,0,16,16,21,16,16,21,0,0,0,0,15,0,0,15,0,0,0,0,47,0,0,47,0,0,
python_backend_legacy/dataset/9416085f2cb9d4f177b072587c6c46dcae2507e7e4b8e88c12788d6811865b7c.json,raw_json,12,24769,1,author_year,author_year,author_year,author_year,0,0,111,0,0,0,111,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,111,0,0,111,0,0,
python_backend_legacy/dataset/94a75eeaa326e53c81027fd16401435741f9493618321491f58d768c4fe25faf.json,raw_json,19,67838,0,superscript,tex,superscript,tex,74,74,46,100,74,74,46,100,0,0,0,0,0,0,0,65,0,0,0,0,74,74,46,74,74,46,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/9525bfa1856595e4132aa565b0034cd81fe9f55ae54a57b6b427167d93a39d3a.json,raw_json,69,115141,0,superscript,tex,superscript,tex,306,306,167,100,306,306,167,100,0,0,0,0,11,0,0,233,0,0,0,0,306,306,167,306,306,167,0,0,58,58,1,58,58,1,0,0,0,0,46,0,0,46,0,0,
python_backend_legacy/dataset/95347afd0bb7115fcfb5c669f22af6b3ad98cac213d38c52e4f2050666cf0ba0.json,raw_json,39,115203,0,numeric,numeric,numeric,numeric,1,1,81,100,1,1,81,100,0,0,0,0,0,0,81,3,0,81,0,0,0,0,81,0,0,81,0,0,1,1,81,1,1,81,0,0,0,0,59,0,0,59,0,0,
python_backend_legacy/dataset/95e079bc5333f3581820a9efb959e58725b6e199f84bb28c6851e18bdedc1450.json,raw_json,17,54264,0,superscript,tex,superscript,tex,148,148,75,100,148,148,75,100,0,0,0,0,0,0,0,104,0,0,0,0,148,148,75,148,148,75,0,0,6,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,
python_backend_legacy/dataset/95f14905be3b9a89e686cb662a13600043b16d54c0616b14b01d8dffb9fce5fb.json,raw_json,16,14109,1,author_year,author_year,author_year,author_year,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,90,0,0,
python_backend_legacy/dataset/963fe5a74c8473b8934c8952a71f27a1fb836f1f681f0e9e438c48a9aa441d49.json,raw_json,15,32773,1,unknown,tex,unknown,tex,1,1,1,100,1,1,1,100,0,0,0,0,0,0,0,20,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,52,0,0,52,0,0,
python_backend_legacy/dataset/96507f33f162428d9ea4d2125c96871a625f20f3d9ce770e29af8bdc741dd1a5.json,raw_json,24,51551,1,author_year,author_year,author_year,author_year,44,44,85,100,44,44,85,100,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,7,0,0,7,0,0,0,0,44,44,85,44,44,85,0,0,
python_backend_legacy/dataset/9753afbd2f554bc41e0c178088acec60cadfbc7fbfcf95c730d7fb13a9f62d24.json,raw_json,25,55679,1,superscript,tex,superscript,tex,78,78,46,100,78,78,46,100,0,0,0,0,0,0,0,54,0,0,0,0,78,78,46,78,78,46,0,0,0,0,34,0,0,34,0,0,0,0,42,0,0,42,0,0,
python_backend_legacy/dataset/9862c476d4136b77fd6e77a0f5ee60a8b073a01a251c308ada4ea99ba0d62a3e.json,raw_json,31,62086,1,author_year,author_year,author_year,author_year,41,39,82,95.12,41,39,82,95.12,0,0,0,0,1,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,41,39,82,41,39,82,0,0,
python_backend_legacy/dataset/992a2d51e4b937485d015e6e8873a5b46f861e6e832fbbd7b22119cc52c18fa1.json,raw_json,29,87442,0,superscript,tex,superscript,tex,157,157,151,100,157,157,151,100,0,0,0,0,0,0,0,109,0,0,0,0,157,157,151,157,157,151,0,0,10,0,0,10,0,0,0,0,0,0,114,0,0,114,0,0,
python_backend_legacy/dataset/995eec7190ca3657f72a3a0d97a8fc41fafd4bd37a99877863d36a65d29a68ee.json,raw_json,20,56847,1,author_year,author_year,author_year,author_year,47,47,42,100,47,47,42,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,42,47,47,42,0,0,
python_backend_legacy/dataset/9a2fc4db4fdb7b015917a5f46aec23a2352db6fac66bc529702012af5175378a.json,raw_json,33,73684,1,superscript,tex,superscript,tex,48,48,39,100,48,48,39,100,0,0,0,0,19,0,0,50,0,0,0,0,48,48,39,48,48,39,0,0,11,0,0,11,0,0,0,0,1,1,422,1,1,422,0,0,
python_backend_legacy/dataset/9a827a299118fd68052880cf5bbaec5475a11f6d8e35acd73be0bc8284e5d97a.json,raw_json,11,27984,1,author_year,author_year,author_year,author_year,84,82,129,97.62,84,82,129,97.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,129,84,82,129,0,0,
python_backend_legacy/dataset/9a91bf72abadc30e1209776b1c1374aa5f44b0bae79eb22a300590af15f78474.json,raw_json,13,40945,0,numeric,numeric,numeric,numeric,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/9ac88398e9ac07f2a939551e92fc5a49be0e08b8eb6c4b5b8735ab429d3c082e.json,raw_json,20,47889,1,author_year,author_year,author_year,author_year,51,51,68,100,51,51,68,100,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,1,1,26,0,0,0,0,0,0,0,0,0,0,51,51,68,51,51,68,0,0,
python_backend_legacy/dataset/9acecab7d43dc81f42c23b4ec57ad815f079ec08ebb830f96f8b060ac6ebe4a7.json,raw_json,33,78919,0,author_year,author_year,author_year,author_year,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,90,0,0,90,0,0,
python_backend_legacy/dataset/9bc7a55c67a4640642a1cd97dacfe351b8ec4f506b7dae542e4642d63dcb62eb.json,raw_json,12,43042,1,author_year,author_year,author_year,author_year,14,14,62,100,14,14,62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,62,14,14,62,0,0,
python_backend_legacy/dataset/9bd82470722a5fa0820cd7578b536c1224819cb7ad58568acefed0257b1b6aa1.json,raw_json,11,40937,1,numeric,numeric,numeric,numeric,0,0,106,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,0,0,0,0,106,0,0,106,0,0,0,0,79,0,0,79,0,0,
python_backend_legacy/dataset/9dc0271ba93a84ebfa4069b181193fe58626b078c9edc73251dac8e11aa41d82.json,raw_json,9,37291,1,numeric,numeric,numeric,numeric,6,6,14,100,6,6,14,100,0,0,0,0,16,0,0,16,0,0,0,0,6,6,14,6,6,14,0,0,6,6,14,6,6,14,0,0,0,0,97,0,0,97,0,0,
python_backend_legacy/dataset/9df7fa1328844c45f169a806b7867d244ec03b326f3a8e3c0a0051ef6c6dfd11.json,raw_json,20,54100,0,superscript,tex,superscript,tex,90,90,60,100,90,90,60,100,0,0,0,0,0,0,0,62,0,0,0,0,90,90,60,90,90,60,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,
python_backend_legacy/dataset/9e30b274e1223da4a3bb6deabe9ae9674f03c772e70133790c706d042377e9c7.json,raw_json,20,64222,0,superscript,tex,superscript,tex,126,126,74,100,126,126,74,100,0,0,0,0,15,0,0,103,0,0,0,0,126,126,74,126,126,74,0,0,13,0,0,13,0,0,0,0,1,0,157,1,0,157,0,0,
python_backend_legacy/dataset/9e7f33f176cfcec8092f2fc93c27e0744e695bf9c39279e9c25b7c3952cc20b5.json,raw_json,27,85763,1,superscript,tex,superscript,tex,28,28,29,100,28,28,29,100,0,0,0,0,0,0,0,22,0,0,0,0,28,28,29,28,28,29,0,0,2,0,0,2,0,0,0,0,69,62,205,69,62,205,0,0,
python_backend_legacy/dataset/9eac9cc149a88b38aa49634381d91879803c9588749d424b9ea27fe28038687e.json,raw_json,44,123949,0,superscript,tex,superscript,tex,310,310,227,100,310,310,227,100,0,0,0,0,2,0,0,182,0,0,0,0,310,310,227,310,310,227,0,0,40,0,0,40,0,0,0,0,1,0,143,1,0,143,0,0,
python_backend_legacy/dataset/9f453cb162ac900cc9d1520d90afa17c3e18604d81490d8bb55e53670ef0148c.json,raw_json,71,150933,0,superscript,tex,superscript,tex,64,64,50,100,64,64,50,100,0,0,0,0,12,12,301,64,39,301,27,-39.06,64,64,50,64,64,50,0,0,28,28,301,28,28,301,0,0,0,0,175,0,0,175,0,0,
python_backend_legacy/dataset/9fc303c7add93263f55f5717b879eea8761bfb9b3e92da45fc6076ec49d259b2.json,raw_json,18,42040,1,numeric,numeric,numeric,numeric,43,43,43,100,43,43,43,100,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,43,43,43,43,43,43,0,0,0,0,21,0,0,21,0,0,
python_backend_legacy/dataset/a0c7748051bb0f714179b092a8f8a04dea8c926351c8d0e2eab694b2a0605db0.json,raw_json,20,43847,1,author_year,author_year,author_year,author_year,24,23,76,95.83,24,23,76,95.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,49,0,0,49,0,0,24,23,76,24,23,76,0,0,
python_backend_legacy/dataset/a145f2326ca429b7f7dd9b83aa2f93b081d656ff948683fbb2fdb35dede5368e.json,raw_json,40,143573,0,superscript,tex,superscript,tex,444,444,220,100,444,444,220,100,0,0,0,0,11,0,0,349,0,0,0,0,444,444,220,444,444,220,0,0,13,0,0,13,0,0,0,0,4,0,121,4,0,121,0,0,
python_backend_legacy/dataset/a175638f3b0c1e00f8d8d8daffb1cf2938d3ef1a2a1be8e88bc60654b6f2735b.json,raw_json,14,60762,1,superscript,tex,superscript,tex,125,125,79,100,125,125,79,100,0,0,0,0,0,0,0,101,0,0,0,0,125,125,79,125,125,79,0,0,29,0,0,29,0,0,0,0,0,0,147,0,0,147,0,0,
python_backend_legacy/dataset/a1af2a0a3efd906d3ab668f0bb1ac7ca8817b1b5627424c4dc339a4ab3da3c78.json,raw_json,27,96625,0,superscript,tex,superscript,tex,158,158,94,100,158,158,94,100,0,0,0,0,2,0,0,121,0,0,0,0,158,158,94,158,158,94,0,0,1,0,0,1,0,0,0,0,0,0,99,0,0,99,0,0,
python_backend_legacy/dataset/a245178094a2485ebe685eae84a15d5f5601481394996cd2c915de919d231f0e.json,raw_json,65,209333,0,superscript,tex,superscript,tex,7,7,36,100,7,7,36,100,0,0,0,0,0,0,318,6,1,318,1,16.67,7,7,36,7,7,36,0,0,13,13,318,13,13,318,0,0,1,1,187,1,1,187,0,0,
python_backend_legacy/dataset/a28776b2b409fb28420125c30de7ec5bcdfac085d32e53a00d84a1f0e620e923.json,raw_json,15,34723,0,superscript,tex,superscript,tex,77,77,60,100,77,77,60,100,0,0,0,0,1,0,0,67,0,0,0,0,77,77,60,77,77,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/a2b98eaef76a581b7fa529e32eb9d43a0bddcb9532a852d5081dc7d0548e06d8.json,raw_json,31,85089,0,superscript,tex,superscript,tex,282,282,147,100,282,282,147,100,0,0,0,0,0,0,0,176,0,0,0,0,282,282,147,282,282,147,0,0,12,0,0,12,0,0,0,0,1,0,147,1,0,147,0,0,
python_backend_legacy/dataset/a4b96b3647c37bc23610c1f2bfc735960fed90e3855e430ee582ad4180e5eca3.json,raw_json,13,27736,1,author_year,author_year,author_year,author_year,6,5,5,83.33,6,5,5,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,6,5,5,0,0,
python_backend_legacy/dataset/a60a25cfdd384d85ce3e120df8acfd5e28e3d714b1289dfacfac32cc5255c53b.json,raw_json,32,101866,0,author_year,author_year,author_year,author_year,0,0,138,0,0,0,138,0,0,0,0,0,0,0,76,2,0,76,0,0,0,0,76,0,0,76,0,0,0,0,76,0,0,76,0,0,0,0,138,0,0,138,0,0,
python_backend_legacy/dataset/a6bb052e13536cc429fbe1250b7b03f9f1d95a0604495afaccd38326a4071808.json,raw_json,27,63700,1,author_year,author_year,author_year,author_year,29,29,86,100,29,29,86,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,86,29,29,86,0,0,
python_backend_legacy/dataset/a767fe39134037347dd60a23989549b4858880380e3956f81ef8bc34f09674b5.json,raw_json,14,51362,0,superscript,tex,superscript,tex,140,140,95,100,140,140,95,100,0,0,0,0,0,0,0,112,0,0,0,0,140,140,95,140,140,95,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,
python_backend_legacy/dataset/a7d30f50c389645c8a3f487c27057c2a355f23db36b5725920d18cd801f85eb4.json,raw_json,13,39608,1,hybrid,tex,hybrid,tex,1,1,40,100,1,1,40,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,1,1,40,0,0,26,26,20,26,26,20,0,0,0,0,54,0,0,54,0,0,
python_backend_legacy/dataset/a8231cc1924b4efe63d51ad06192237248d2eef760f2c18ef1564d61e2e8314f.json,raw_json,51,140087,0,superscript,tex,superscript,tex,343,343,214,100,343,343,214,100,0,0,0,0,27,0,0,262,0,0,0,0,343,343,214,343,343,214,0,0,5,0,0,5,0,0,0,0,0,0,169,0,0,169,0,0,
python_backend_legacy/dataset/a8dc329080f3568dcefb4fb9fc2d7cff3b0816e9500146e49b4e1b3c39c43286.json,raw_json,27,83317,0,superscript,tex,superscript,tex,95,95,72,100,95,95,72,100,0,0,0,0,3,1,54,84,52,54,51,28.57,95,95,72,95,95,72,0,0,7,7,54,7,7,54,0,0,0,0,54,0,0,54,0,0,
python_backend_legacy/dataset/a953dabca68b736dba02dd967f9148f6d11b046ff4c49dae16ad90130386c0c2.json,raw_json,24,59739,0,superscript,tex,superscript,tex,96,96,62,100,96,96,62,100,0,0,0,0,4,0,0,72,0,0,0,0,96,96,62,96,96,62,0,0,19,0,0,19,0,0,0,0,8,0,0,8,0,0,0,0,
python_backend_legacy/dataset/a9c5a0b1b4d32982b83dcfa8cf5ef104c3dbea317dad15d59183b693ead3d195.json,raw_json,15,29794,1,hybrid,tex,hybrid,tex,30,30,70,100,30,30,70,100,0,0,0,0,0,0,0,0,0,0,0,0,30,30,70,30,30,70,0,0,33,33,35,33,33,35,0,0,0,0,97,0,0,97,0,0,
python_backend_legacy/dataset/aa7f003f393359743c64bc9e3f83e885bdb9fbff787ef26f85766ea9a96b4b25.json,raw_json,13,39421,0,superscript,tex,superscript,tex,70,70,44,100,70,70,44,100,0,0,0,0,1,0,0,67,0,0,0,0,70,70,44,70,70,44,0,0,1,0,0,1,0,0,0,0,0,0,39,0,0,39,0,0,
python_backend_legacy/dataset/aaffae0d77ae84b7056a8842a2d69fdaf903f1e38bdf36794f3ecb947a070ff3.json,raw_json,13,38808,0,superscript,tex,superscript,tex,50,50,27,100,50,50,27,100,0,0,0,0,0,0,0,48,0,0,0,0,50,50,27,50,50,27,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/ab5ce7fcd160a7c21641bd63d28e8652c7194113093f78741bd53b6988c2c65f.json,raw_json,51,150187,0,superscript,tex,superscript,tex,632,632,419,100,632,632,419,100,0,0,0,0,0,0,0,475,0,0,0,0,632,632,419,632,632,419,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,241,0,0,
python_backend_legacy/dataset/abb85270f979b81ebcf49b7bd82d5ed67c9471b02954c0b42e27611458c5622a.json,raw_json,20,45154,0,superscript,tex,superscript,tex,94,94,86,100,94,94,86,100,0,0,0,0,0,0,0,72,0,0,0,0,94,94,86,94,94,86,0,0,10,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,
python_backend_legacy/dataset/ac3c6dc50a9e140384447900e7f8dd908ca2eaff0718965dab1110a1ce8a026b.json,raw_json,65,137736,1,superscript,tex,superscript,tex,369,369,225,100,369,369,225,100,0,0,0,0,0,0,25,334,43,25,43,12.87,369,369,225,369,369,225,0,0,0,0,25,0,0,25,0,0,2,0,110,2,0,110,0,0,
python_backend_legacy/dataset/ac7f71591acbbc10e92fe19176d30f464b01052959d5ae6cc8684344f6e85144.json,raw_json,21,66770,0,superscript,tex,superscript,tex,121,121,90,100,121,121,90,100,0,0,0,0,7,0,0,104,0,0,0,0,121,121,90,121,121,90,0,0,5,0,0,5,0,0,0,0,0,0,46,0,0,46,0,0,
python_backend_legacy/dataset/acb06a52a0a1c666bf7539de06b6fff507d91a487295c82fe1ae072254e258b5.json,raw_json,26,85545,0,superscript,tex,superscript,tex,155,155,109,100,155,155,109,100,0,0,0,0,0,0,0,101,0,0,0,0,155,155,109,155,155,109,0,0,17,0,0,17,0,0,0,0,15,1,141,15,1,141,0,0,
python_backend_legacy/dataset/ad1a323f3ad58ea02b2d9c9070d85f43a613bb4859aa085bb882442a2c5ce7bd.json,raw_json,33,103712,0,superscript,tex,superscript,tex,175,175,128,100,175,175,128,100,0,0,0,0,0,0,0,135,0,0,0,0,175,175,128,175,175,128,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,
python_backend_legacy/dataset/ad50112c7663521e72855b6544659175e71c26a1f54f8139dadad5bb8fa3d45f.json,raw_json,10,28149,0,superscript,tex,superscript,tex,8,8,13,100,8,8,13,100,0,0,0,0,6,0,0,12,0,0,0,0,8,8,13,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,0,
python_backend_legacy/dataset/add5dfea3cf01260d6f5974129f9a6133d0cb2df46f770cd00a69278b77ce60b.json,raw_json,23,75462,0,hybrid,tex,hybrid,tex,7,7,124,100,7,7,124,100,0,0,0,0,7,7,124,7,7,124,0,0,7,7,124,7,7,124,0,0,19,19,124,19,19,124,0,0,1,0,58,1,0,58,0,0,
python_backend_legacy/dataset/ae7e6ef1c23334529f667c0e0631fa86455956c8f2a5a27dfdc2494b37fabe84.json,raw_json,17,42369,0,superscript,tex,superscript,tex,30,30,26,100,30,30,26,100,0,0,0,0,0,0,0,27,0,0,0,0,30,30,26,30,30,26,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
python_backend_legacy/dataset/aec31cb4df5a1025bdb4b2c8179f3904486aa7a9a4a7e84a44645c8b47fcc421.json,raw_json,29,72952,1,author_year,author_year,author_year,author_year,40,39,51,97.5,40,39,51,97.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,51,40,39,51,0,0,
python_backend_legacy/dataset/aec7923844a43c79a4f3f685cffe82e2259de493af168a4c315a62a44b9963ac.json,raw_json,25,85616,0,superscript,tex,superscript,tex,116,116,127,100,116,116,127,100,0,0,0,0,0,0,0,86,0,0,0,0,116,116,127,116,116,127,0,0,84,0,0,84,0,0,0,0,1,0,0,1,0,0,0,0,
python_backend_legacy/dataset/afd3773c605f4c69906b76bf53d5793ba12f4c1e7645f8c25759f66a0b9fa44b.json,raw_json,20,91366,0,superscript,tex,superscript,tex,80,80,45,100,80,80,45,100,0,0,0,0,0,0,0,51,0,0,0,0,80,80,45,80,80,45,0,0,0,0,0,0,0,0,0,0,1,0,98,1,0,98,0,0,
python_backend_legacy/dataset/b115963b200184b31774561f3580b77c326b7fa829b5ac882682ea9f56f43415.json,raw_json,35,122296,0,superscript,tex,superscript,tex,213,213,190,100,213,213,190,100,0,0,0,0,0,0,0,164,0,0,0,0,213,213,190,213,213,190,0,0,18,0,0,18,0,0,0,0,0,0,71,0,0,71,0,0,
python_backend_legacy/dataset/b14cad11960b9b8ff4af5059b80ddc456bdd3a5af9ec7868835935ae8dcf17ca.json,raw_json,23,67307,0,superscript,tex,superscript,tex,113,113,81,100,113,113,81,100,0,0,0,0,1,0,0,83,0,0,0,0,113,113,81,113,113,81,0,0,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,
python_backend_legacy/dataset/b2313b06079a96ad5f8bedcce5a032b001328ddadca2646089abfdbee5a4fcc4.json,raw_json,12,50312,0,author_year,author_year,author_year,author_year,23,22,89,95.65,23,22,89,95.65,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,23,22,89,23,22,89,0,0,
